product_lnr;"subgroup_nr";"subgroup_name"  		
4333;1501;"MELK"			
13581;2801;"ASIATISK"			
79322;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
247790;6901;"KAKER HELE	"
329027;-290;Uspesifisert undergrp."""		
294440;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
305483;0;"USPESIFISERT UNDERGRP."			
575593;0;"USPESIFISERT UNDERGRP."			
10122;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
444614;0;"USPESIFISERT UNDERGRP."			
189755;6501;"BRâ•ªD	 INDUSTRIBAKT"		
70839;6902;"KAKER STYKKER"			
188152;6501;"BRâ•ªD	 INDUSTRIBAKT"		
217540;6501;"BRâ•ªD	 INDUSTRIBAKT"		
294790;7013;"â•ªVRIG KJâ•ªTT FERSK UBEARBEIDET"			
591011;0;"USPESIFISERT UNDERGRP."			
231545;8103;"FISKEKAKER/BOLLER UEMBALLERT"			
366005;0;"USPESIFISERT UNDERGRP."			
455956;0;"USPESIFISERT UNDERGRP."			
509298;0;"USPESIFISERT UNDERGRP."			
79082;8306;"â•ªVRIG FRUKT"			
50816;-7050;"Uspesifisert undergrp."			
312638;6501;"BRâ•ªD	 INDUSTRIBAKT"		
47383;6501;"BRâ•ªD	 INDUSTRIBAKT"		
644287;0;"USPESIFISERT UNDERGRP."			
389708;1802;"KORNBLANDINGER"			
488368;0;"USPESIFISERT UNDERGRP."			
29273;0;"USPESIFISERT UNDERGRP."			
58951;5702;"BILPLEIE/UTSTYR"			
3347;5105;"HAGEMâ•ªBLER OG HAGEUTSTYR"			
574308;0;"USPESIFISERT UNDERGRP."			
84043;0;"USPESIFISERT UNDERGRP."			
357784;0;"USPESIFISERT UNDERGRP."			
303586;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
91833;7006;"SAU/LAM FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARI"			
92803;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
316609;7806;"OST MUGGOST"			
274371;3402;"SJOKOLADE	 BARS"		
559076;1901;"SYLTETâ•ªY"			
33309;7501;"KJâ•ªTT Pâ”¼LEGG"			
502661;3803;"Bâ•ªKER	 BARN/UNGDOM"		
346787;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
333562;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
94228;7005;"SAU/LAM FERSK UBEARBEIDET"			
436640;0;"USPESIFISERT UNDERGRP."			
167655;0;"USPESIFISERT UNDERGRP."			
269490;9912;"FISKEUTSTYR"			
179373;0;"USPESIFISERT UNDERGRP."			
83328;7602;"SALATER FERSKE	 Lâ•ªSVEKT"		
598509;3803;"Bâ•ªKER	 BARN/UNGDOM"		
300852;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
96957;5401;"KONTORREKVISITA"			
645224;0;"USPESIFISERT UNDERGRP."			
623072;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
116058;5401;"KONTORREKVISITA"			
54528;1201;"ESSENSE/EKSTRAKTER"			
407403;0;"USPESIFISERT UNDERGRP."			
330973;0;"USPESIFISERT UNDERGRP."			
46112;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
318746;5203;"GARN"			
55478;0;"USPESIFISERT UNDERGRP."			
278974;4002;"BARNEMAT	 MIDDAG"		
358734;0;"USPESIFISERT UNDERGRP."			
372340;902;"TE	 VANLIG"		
32241;6902;"KAKER STYKKER"			
337328;3806;"REISEHâ”¼NDBâ•ªKER/KART/ATLAS"			
365443;0;"USPESIFISERT UNDERGRP."			
644733;0;"USPESIFISERT UNDERGRP."			
304471;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
31258;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
428262;0;"USPESIFISERT UNDERGRP."			
220903;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
439349;0;"USPESIFISERT UNDERGRP."			
210392;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
427967;0;"USPESIFISERT UNDERGRP."			
28021;5403;"Hâ•ªYTID -OG PARTY ARTIKLER"			
91922;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
104331;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
54323;6904;"KAKER â•ªVRIG"			
293065;5203;"GARN"			
260615;902;"TE	 VANLIG"		
644697;0;"USPESIFISERT UNDERGRP."			
493248;3703;"SKRâ”¼/SNUS"			
459035;1501;"MELK"			
29804;7806;"OST MUGGOST"			
527074;0;"USPESIFISERT UNDERGRP."			
576469;9921;"KJâ•ªKKENUTSTYR"			
57011;6802;"HVETEBAKST	 BUTIKKSTEKT"		
439737;0;"USPESIFISERT UNDERGRP."			
300330;8601;"BLOMSTER	 PLANTER OG TRâ•žR"		
479096;0;"USPESIFISERT UNDERGRP."			
319873;0;"USPESIFISERT UNDERGRP."			
645088;0;"USPESIFISERT UNDERGRP."			
384367;3301;"DESSERTER	 GELE"		
486639;0;"USPESIFISERT UNDERGRP."			
185651;5203;"GARN"			
606606;0;"USPESIFISERT UNDERGRP."			
526484;3805;"FAGBâ•ªKER"			
325347;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
435937;5504;"FILMER"			
44814;3901;"VITAMINER OG MINERALER"			
437574;0;"USPESIFISERT UNDERGRP."			
322345;0;"USPESIFISERT UNDERGRP."			
126070;7901;"FISK FERSK	 UEMBALLERT"		
330348;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
245621;0;"USPESIFISERT UNDERGRP."			
36827;6504;"BRâ•ªD SCRATCH BAKERI"			
415773;0;"USPESIFISERT UNDERGRP."			
624814;0;"USPESIFISERT UNDERGRP."			
490087;0;"USPESIFISERT UNDERGRP."			
285525;4705;"STEARINLYS"			
356765;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
609274;7801;"OST HVITOST"			
51279;-9490;"Uspesifisert undergrp."			
651515;4702;"SERVIETTER OG DUKER ENGANGS"			
479674;0;"USPESIFISERT UNDERGRP."			
491162;0;"USPESIFISERT UNDERGRP."			
267613;5203;"GARN"			
157003;4702;"SERVIETTER OG DUKER ENGANGS"			
68940;8712;"FORKJâ•ªLELSE NESE HALS"			
335038;0;"USPESIFISERT UNDERGRP."			
218046;0;"USPESIFISERT UNDERGRP."			
279676;4410;"KOSMETIKK DEKORATIV"			
439505;0;"USPESIFISERT UNDERGRP."			
44120;8307;"BANANER"			
13095;3101;"KRYDDERIER	 Tâ•ªRREDE"		
410740;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
16860;7801;"OST HVITOST"			
591378;4401;"Sâ”¼PE	 BADEPRODUKTER"		
227164;-630;"Uspesifisert undergrp."			
333617;8404;"Lâ•ªK"			
292248;3903;"VEKTREDUKSJON"			
235494;7808;"OST DIVERSE"			
368372;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
17733;104;"BRUS  1.01L-1.50L"			
177594;8308;"DRUER"			
151964;6902;"KAKER STYKKER"			
35772;0;"USPESIFISERT UNDERGRP."			
13374;3001;"SAUSER	 Vâ”¼TE"		
57352;8801;"POSTPRODUKTER"			
473022;1402;"LESKEDRIKKER"			
177442;0;"USPESIFISERT UNDERGRP."			
453265;1603;"SMâ•ªRBLANDINGER"			
453257;3501;"SUKKERVARER	 POSER/ESKE"		
404854;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
9419;2901;"SUPPER"			
26697;8412;"FRISKE URTER"			
166351;104;"BRUS  1.01L-1.50L"			
4610;4002;"BARNEMAT	 MIDDAG"		
529014;0;"USPESIFISERT UNDERGRP."			
82063;8416;"TOMATER"			
262266;6604;"BRâ•ªD SMâ”¼VARER	 Pâ”¼SMURTE"		
581116;8002;"FISK	 BEARBEIDET EMBALLERT"		
292392;3101;"KRYDDERIER	 Tâ•ªRREDE"		
47253;6302;"DYPFRYSTE DESSERTER EKSKL ISKREM"			
407889;2802;"MEKSIKANSK"			
346304;2301;"LANGKORNET RIS/MIDDAGSRIS"			
251389;1101;"SJOKOLADEDRIKK	 PULVER"		
644842;3207;"KETCHUP"			
111184;8313;"Bâ•žR"			
634734;0;"USPESIFISERT UNDERGRP."			
554642;0;"USPESIFISERT UNDERGRP."			
284177;-240;"Uspesifisert undergrp."			
352673;6501;"BRâ•ªD	 INDUSTRIBAKT"		
549638;3302;"DESSERTER	 PUDDINGER"		
247764;4903;"STRâ•ªMPEBUKSER DAME"			
220610;804;"KAFFE	 ESPRESSOMALT/SPESIAL"		
17202;803;"KAFFE	 FINMALT/FILTERMALT"		
407800;4508;"LUFTFRISKERE"			
343472;3503;"KJâ•žRLIGHET Pâ”¼ PINNE"			
31194;8107;"SILD UEMBALLERT"			
36441;6502;"BRâ•ªD	 BUTIKKSTEKT"		
11946;3702;"SIGARETTER"			
324952;3901;"VITAMINER OG MINERALER"			
26945;6501;"BRâ•ªD	 INDUSTRIBAKT"		
12796;1501;"MELK"			
26868;0;"USPESIFISERT UNDERGRP."			
261525;4204;"VASKEREDSKAPER"			
35097;7001;"STORFE FERSK UBEARBEIDET"			
648984;0;"USPESIFISERT UNDERGRP."			
260865;5913;"FERDIGMAT FRYST	 PIZZA"		
298848;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
2564;7806;"OST MUGGOST"			
45161;9310;"Uspesifisert undergrp."			
597110;8313;"Bâ•žR"			
251151;3401;"SJOKOLADE	 POSER/ESKER"		
50579;-210;"Uspesifisert undergrp."			
225214;7004;"SVIN FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
369172;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
457908;111;"SPORT/ENERGIDRIKKER FLYTENDE"			
98471;7302;"GRILL/SPESIALPâ•ªLSER"			
614146;0;"USPESIFISERT UNDERGRP."			
456647;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
23180;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
20253;6201;"GRâ•ªNNSAKER - DYPFRYST"			
407641;3003;"BULJONG"			
250852;1902;"Sâ•ªTPâ”¼LEGG"			
222087;4602;"PLASTPOSER-/FOLIE/-FILM"			
343617;5913;"FERDIGMAT FRYST	 PIZZA"		
33725;7502;"POSTEIER/PATEER"			
578607;0;"USPESIFISERT UNDERGRP."			
62820;3501;"SUKKERVARER	 POSER/ESKE"		
372662;5803;"SVIN FRYST UBEARBEIDET"			
299020;6804;"WIENERBAKST	 INDUSTRIBAKT"		
206760;6805;"WIENERBAKST	 BUTIKKSTEKT"		
56998;0;"USPESIFISERT UNDERGRP."			
298757;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
316804;6901;"KAKER HELE	"
616891;0;USPESIFISERT UNDERGRP."""		
13827;7804;"OST MATLAGINGSOST"			
349894;7806;"OST MUGGOST"			
31327;8101;"FISKEPUDDINGER UEMBALLERT"			
4972;2702;"MIDDAGSTILBEHâ•ªR	 Tâ•ªRRET"		
261530;4301;"BIND/SANITETSPRODUKTER"			
563366;0;"USPESIFISERT UNDERGRP."			
340305;0;"USPESIFISERT UNDERGRP."			
653604;0;"USPESIFISERT UNDERGRP."			
193950;6902;"KAKER STYKKER"			
250110;4903;"STRâ•ªMPEBUKSER DAME"			
653693;0;"USPESIFISERT UNDERGRP."			
238412;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
419503;4410;"KOSMETIKK DEKORATIV"			
15883;3101;"KRYDDERIER	 Tâ•ªRREDE"		
305644;4204;"VASKEREDSKAPER"			
479897;4401;"Sâ”¼PE	 BADEPRODUKTER"		
482053;6406;"BAKVERK	 STEKT - DYPFRYST"		
62918;7806;"OST MUGGOST"			
359289;6101;"SKALLDYR FROSNE"			
17447;4407;"HUD OG NEGLPLEIE"			
424046;3803;"Bâ•ªKER	 BARN/UNGDOM"		
482520;0;"USPESIFISERT UNDERGRP."			
558413;4407;"HUD OG NEGLPLEIE"			
67036;8306;"â•ªVRIG FRUKT"			
335963;0;"USPESIFISERT UNDERGRP."			
55376;0;"USPESIFISERT UNDERGRP."			
563772;3404;"SJOKOLADE	 PLATER"		
510716;0;"USPESIFISERT UNDERGRP."			
179337;4604;"BAKEPAPIR"			
59961;3402;"SJOKOLADE	 BARS"		
214193;6901;"KAKER HELE	"
472736;0;USPESIFISERT UNDERGRP."""		
365828;0;"USPESIFISERT UNDERGRP."			
275299;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
573226;0;"USPESIFISERT UNDERGRP."			
103934;8313;"Bâ•žR"			
50145;8102;"FISKEPUDDINGER EMBALLERT"			
494674;0;"USPESIFISERT UNDERGRP."			
623078;0;"USPESIFISERT UNDERGRP."			
84875;5401;"KONTORREKVISITA"			
27912;8801;"POSTPRODUKTER"			
359318;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
464834;0;"USPESIFISERT UNDERGRP."			
308163;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
41571;7013;"â•ªVRIG KJâ•ªTT FERSK UBEARBEIDET"			
243760;7005;"SAU/LAM FERSK UBEARBEIDET"			
324524;4203;"OPPVASK"			
39198;6805;"WIENERBAKST	 BUTIKKSTEKT"		
620319;0;"USPESIFISERT UNDERGRP."			
41882;8304;"EPLER"			
287977;6604;"BRâ•ªD SMâ”¼VARER	 Pâ”¼SMURTE"		
192668;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
304772;7402;"SPEKESKINKER/SPEKEMAT"			
42488;8309;"MELONER"			
6355;1801;"FROKOSTCEREALER"			
30760;6101;"SKALLDYR FROSNE"			
44970;8309;"MELONER"			
457941;7001;"STORFE FERSK UBEARBEIDET"			
46610;7602;"SALATER FERSKE	 Lâ•ªSVEKT"		
428850;0;"USPESIFISERT UNDERGRP."			
407844;6502;"BRâ•ªD	 BUTIKKSTEKT"		
404844;6502;"BRâ•ªD	 BUTIKKSTEKT"		
59579;9001;"PENGESPILL"			
84627;7004;"SVIN FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
637983;0;"USPESIFISERT UNDERGRP."			
579990;0;"USPESIFISERT UNDERGRP."			
297953;0;"USPESIFISERT UNDERGRP."			
506361;5504;"FILMER"			
306029;2701;"MIDDAGSRETTER	 Tâ•ªRREDE"		
131842;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
43257;8410;"SALAT"			
338881;7014;"â•ªVRIG KJâ•ªTT FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/"			
325226;8201;"SKALLDYR FERSKE"			
366387;0;"USPESIFISERT UNDERGRP."			
486768;0;"USPESIFISERT UNDERGRP."			
330436;2205;"KAKEFYLL/DEIG/PYNT"			
288686;9920;"FYRVERKERI"			
129083;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
302950;0;"USPESIFISERT UNDERGRP."			
530630;0;"USPESIFISERT UNDERGRP."			
645172;0;"USPESIFISERT UNDERGRP."			
33724;7502;"POSTEIER/PATEER"			
119781;7003;"SVIN FERSK UBEARBEIDET"			
228647;9203;"EMBALLASJE"			
648641;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
421595;0;"USPESIFISERT UNDERGRP."			
337134;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
76334;3101;"KRYDDERIER	 Tâ•ªRREDE"		
624399;0;"USPESIFISERT UNDERGRP."			
318037;0;"USPESIFISERT UNDERGRP."			
300165;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
44757;0;"USPESIFISERT UNDERGRP."			
28870;0;"USPESIFISERT UNDERGRP."			
481172;0;"USPESIFISERT UNDERGRP."			
193762;5504;"FILMER"			
339204;0;"USPESIFISERT UNDERGRP."			
5966;3403;"SJOKOLADE	 KONFEKT"		
48259;6801;"HVETEBAKST	 INDUSTRIBAKT"		
321284;7501;"KJâ•ªTT Pâ”¼LEGG"			
333051;7601;"SALATER FERSKE	 INDUSTRIPAKKET"		
117989;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
470662;0;"USPESIFISERT UNDERGRP."			
647488;6302;"DYPFRYSTE DESSERTER EKSKL ISKREM"			
47358;3801;"AVISER"			
77183;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
303675;0;"USPESIFISERT UNDERGRP."			
128531;8602;"BLOMSTER FRâ•ª	 Lâ•ªKER"		
47405;7013;"â•ªVRIG KJâ•ªTT FERSK UBEARBEIDET"			
71283;8313;"Bâ•žR"			
644657;0;"USPESIFISERT UNDERGRP."			
220012;902;"TE	 VANLIG"		
611968;0;"USPESIFISERT UNDERGRP."			
493249;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
116921;-9490;"Uspesifisert undergrp."			
31014;8002;"FISK	 BEARBEIDET EMBALLERT"		
162469;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
447853;3404;"SJOKOLADE	 PLATER"		
187394;5504;"FILMER"			
218909;7806;"OST MUGGOST"			
319384;3101;"KRYDDERIER	 Tâ•ªRREDE"		
147014;7501;"KJâ•ªTT Pâ”¼LEGG"			
312232;3504;"LAKRIS"			
468787;0;"USPESIFISERT UNDERGRP."			
262673;0;"USPESIFISERT UNDERGRP."			
212260;0;"USPESIFISERT UNDERGRP."			
577545;0;"USPESIFISERT UNDERGRP."			
69891;8312;"BEARBEIDET FRUKT"			
104375;8314;"ANANAS FRISKE"			
454864;0;"USPESIFISERT UNDERGRP."			
193126;2499;"ANDRE PASTAPRODUKTER"			
33106;5805;"SAU/LAM FRYST UBEARBEIDET"			
35145;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
335631;2504;"MIDDAGSHERMETIKK	 FISK"		
30907;8110;"FISKEMAT/DELIKATESSER UEMBALLERT	 â•ªVRIG"		
254325;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
177057;5105;"HAGEMâ•ªBLER OG HAGEUTSTYR"			
309756;9912;"FISKEUTSTYR"			
35136;7001;"STORFE FERSK UBEARBEIDET"			
398723;0;"USPESIFISERT UNDERGRP."			
77052;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
368901;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
39603;0;"USPESIFISERT UNDERGRP."			
78120;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
65342;8313;"Bâ•žR"			
257568;4610;"STâ•ªVSUGERPOSER"			
19032;4407;"HUD OG NEGLPLEIE"			
97987;4903;"STRâ•ªMPEBUKSER DAME"			
586824;9921;"KJâ•ªKKENUTSTYR"			
374904;2101;"Sâ•ªTE KJEKS"			
185845;4104;"BARN/BABY LEKER"			
427242;0;"USPESIFISERT UNDERGRP."			
180920;902;"TE	 VANLIG"		
412239;7013;"â•ªVRIG KJâ•ªTT FERSK UBEARBEIDET"			
372192;0;"USPESIFISERT UNDERGRP."			
618433;0;"USPESIFISERT UNDERGRP."			
591932;0;"USPESIFISERT UNDERGRP."			
441896;0;"USPESIFISERT UNDERGRP."			
422115;0;"USPESIFISERT UNDERGRP."			
436413;0;"USPESIFISERT UNDERGRP."			
454021;0;"USPESIFISERT UNDERGRP."			
10031;3508;"PASTILLER OG DROPS"			
547570;0;"USPESIFISERT UNDERGRP."			
462760;0;"USPESIFISERT UNDERGRP."			
402481;0;"USPESIFISERT UNDERGRP."			
191991;4702;"SERVIETTER OG DUKER ENGANGS"			
585387;0;"USPESIFISERT UNDERGRP."			
496840;0;"USPESIFISERT UNDERGRP."			
486574;0;"USPESIFISERT UNDERGRP."			
272517;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
330535;5401;"KONTORREKVISITA"			
421175;0;"USPESIFISERT UNDERGRP."			
217738;1902;"Sâ•ªTPâ”¼LEGG"			
427516;0;"USPESIFISERT UNDERGRP."			
467974;0;"USPESIFISERT UNDERGRP."			
125532;3904;"ANNEN HELSEKOST"			
218569;7303;"MIDDAGSPâ•ªLSER"			
65475;3202;"EDDIK"			
440355;6904;"KAKER â•ªVRIG"			
568880;0;"USPESIFISERT UNDERGRP."			
646733;0;"USPESIFISERT UNDERGRP."			
243457;5303;"ELEKTRISK MATERIELL"			
421693;0;"USPESIFISERT UNDERGRP."			
10896;5401;"KONTORREKVISITA"			
36209;7007;"VILT KJâ•ªTT FERSK UBEARBEIDET"			
433594;0;"USPESIFISERT UNDERGRP."			
258403;3404;"SJOKOLADE	 PLATER"		
16117;2207;"KOKESJOKOLADE/BAKEKAKAO"			
16366;4608;"MATPAPIR"			
346314;1202;"GLâ•ªGG"			
302773;110;"CIDER"			
188372;6501;"BRâ•ªD	 INDUSTRIBAKT"		
204749;8002;"FISK	 BEARBEIDET EMBALLERT"		
19213;2801;"ASIATISK"			
299813;3606;"Nâ•ªTTER"			
25844;6501;"BRâ•ªD	 INDUSTRIBAKT"		
245450;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
19691;7001;"STORFE FERSK UBEARBEIDET"			
28638;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
474530;0;"USPESIFISERT UNDERGRP."			
5247;3606;"Nâ•ªTTER"			
55766;2211;"Nâ•ªTTER	 MANDLER"		
296760;8312;"BEARBEIDET FRUKT"			
21192;1904;"KJâ•ªTTPâ”¼LEGG OG POSTEIER HERM."			
288218;2201;"MEL OG GRYNVARER"			
335143;8402;"BROCCOLI FRISKE"			
345595;4602;"PLASTPOSER-/FOLIE/-FILM"			
17502;2206;"ESSENSER/FARGE"			
175468;5105;"HAGEMâ•ªBLER OG HAGEUTSTYR"			
343645;4702;"SERVIETTER OG DUKER ENGANGS"			
340799;111;"SPORT/ENERGIDRIKKER FLYTENDE"			
21876;1901;"SYLTETâ•ªY"			
345411;7601;"SALATER FERSKE	 INDUSTRIPAKKET"		
609991;0;"USPESIFISERT UNDERGRP."			
312810;3202;"EDDIK"			
252103;3904;"ANNEN HELSEKOST"			
283536;0;"USPESIFISERT UNDERGRP."			
325962;4414;"Hâ”¼RFARGE/TONING"			
645722;8308;"DRUER"			
452533;2101;"Sâ•ªTE KJEKS"			
407107;5912;"FERDIGMAT FRYST	 PASTARETTER"		
45351;8302;"â•ªVRIG SITRUS"			
188345;7402;"SPEKESKINKER/SPEKEMAT"			
331790;4702;"SERVIETTER OG DUKER ENGANGS"			
268710;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
296383;4907;"INNERTâ•ªY BARN/BABY"			
540047;5913;"FERDIGMAT FRYST	 PIZZA"		
418620;3510;"TYGGEGUMMI"			
552564;1302;"JUICE KJâ•ªLT"			
221626;6301;"ISKREM OG TILBEHâ•ªR"			
302634;7808;"OST DIVERSE"			
549681;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
2858;1901;"SYLTETâ•ªY"			
221574;4001;"BARNEMAT	 Tâ•ªRR"		
329009;6902;"KAKER STYKKER"			
41150;8313;"Bâ•žR"			
306491;0;"USPESIFISERT UNDERGRP."			
119720;104;"BRUS  1.01L-1.50L"			
413797;3001;"SAUSER	 Vâ”¼TE"		
242229;8501;"POTETER"			
265945;8308;"DRUER"			
542133;4705;"STEARINLYS"			
455155;5911;"FERDIGMAT FRYST	 UTENLANDSKE SPESIALITETER"		
407137;1504;"YOGHURT"			
13591;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
512079;0;"USPESIFISERT UNDERGRP."			
219683;6301;"ISKREM OG TILBEHâ•ªR"			
344540;2504;"MIDDAGSHERMETIKK	 FISK"		
27246;101;"BRUS  < 0.36L"			
28117;7602;"SALATER FERSKE	 Lâ•ªSVEKT"		
231348;3510;"TYGGEGUMMI"			
350644;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
352782;4410;"KOSMETIKK DEKORATIV"			
401646;814;"KAFFE	 KAPSEL/PORSJONSPAKKET"		
371542;7303;"MIDDAGSPâ•ªLSER"			
556372;0;"USPESIFISERT UNDERGRP."			
295012;4408;"SOLPLEIE"			
25814;1401;"SAFTDRIKKER	 KONSENTRERTE"		
33364;7501;"KJâ•ªTT Pâ”¼LEGG"			
545623;7001;"STORFE FERSK UBEARBEIDET"			
32688;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
8042;5901;"FERDIGMAT FRYST	 KJâ•ªTTBASERT"		
482011;3803;"Bâ•ªKER	 BARN/UNGDOM"		
100214;0;"USPESIFISERT UNDERGRP."			
18840;3606;"Nâ•ªTTER"			
188368;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
22704;3102;"KRYDDERIER	 KONSERVERTE"		
338773;4801;"DYREARTIKLER - HUND"			
53004;6501;"BRâ•ªD	 INDUSTRIBAKT"		
375172;0;"USPESIFISERT UNDERGRP."			
649318;6501;"BRâ•ªD	 INDUSTRIBAKT"		
32586;8314;"ANANAS FRISKE"			
546068;3805;"FAGBâ•ªKER"			
51784;6406;"BAKVERK	 STEKT - DYPFRYST"		
10930;3101;"KRYDDERIER	 Tâ•ªRREDE"		
194141;8410;"SALAT"			
359360;7601;"SALATER FERSKE	 INDUSTRIPAKKET"		
7964;2802;"MEKSIKANSK"			
463169;7001;"STORFE FERSK UBEARBEIDET"			
75505;4513;"SKOPLEIEMIDLER/LISSER/Sâ”¼LER"			
454681;0;"USPESIFISERT UNDERGRP."			
186275;4410;"KOSMETIKK DEKORATIV"			
405189;0;"USPESIFISERT UNDERGRP."			
402305;0;"USPESIFISERT UNDERGRP."			
188314;6501;"BRâ•ªD	 INDUSTRIBAKT"		
64779;4604;"BAKEPAPIR"			
96996;5401;"KONTORREKVISITA"			
11807;7402;"SPEKESKINKER/SPEKEMAT"			
331031;2801;"ASIATISK"			
45084;0;"USPESIFISERT UNDERGRP."			
346282;7302;"GRILL/SPESIALPâ•ªLSER"			
327985;3904;"ANNEN HELSEKOST"			
328050;-9490;"Uspesifisert undergrp."			
263092;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
477993;0;"USPESIFISERT UNDERGRP."			
332125;4401;"Sâ”¼PE	 BADEPRODUKTER"		
291767;5203;"GARN"			
95719;8404;"Lâ•ªK"			
378820;7806;"OST MUGGOST"			
45775;6904;"KAKER â•ªVRIG"			
163110;8309;"MELONER"			
616130;7501;"KJâ•ªTT Pâ”¼LEGG"			
445262;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
363420;0;"USPESIFISERT UNDERGRP."			
195016;8304;"EPLER"			
420352;0;"USPESIFISERT UNDERGRP."			
11541;3307;"DESSERTER	 TOPPINGER"		
304485;6802;"HVETEBAKST	 BUTIKKSTEKT"		
291637;6702;"Pâ•ªLSEBRâ•ªD"			
97719;0;"USPESIFISERT UNDERGRP."			
441258;8002;"FISK	 BEARBEIDET EMBALLERT"		
533391;0;"USPESIFISERT UNDERGRP."			
6365;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
453972;0;"USPESIFISERT UNDERGRP."			
648926;4002;"BARNEMAT	 MIDDAG"		
30117;7804;"OST MATLAGINGSOST"			
211857;8201;"SKALLDYR FERSKE"			
614834;4604;"BAKEPAPIR"			
521088;0;"USPESIFISERT UNDERGRP."			
546028;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
604418;0;"USPESIFISERT UNDERGRP."			
33394;7501;"KJâ•ªTT Pâ”¼LEGG"			
283318;0;"USPESIFISERT UNDERGRP."			
